incident_address,count
7102 13 AVENUE,1
2305 BRIGHAM STREET,1
1224 ST NICHOLAS AVENUE,1
68-61 YELLOWSTONE BOULEVARD,1
274 SOUTH    1 STREET,1
40 MALCOLM X BOULEVARD,1
383 SUMPTER STREET,1
138-70 ELDER AVENUE,1
25-38 45 STREET,1
150-24 75 AVENUE,1
15 EAST  111 STREET,1
1239 EVERGREEN AVENUE,1
2533 AQUEDUCT AVENUE WEST,1
474F EAST  139 STREET,1
190 WEST 170 STREET,1
901 DREW STREET,1
20 DONGAN PLACE,1
1549 TOWNSEND AVENUE,1
311 WEST   21 STREET,1
1156 GLENMORE AVENUE,1
1163 BEACH AVENUE,1
4 WEST 105 STREET,1
716 OCEAN PARKWAY,1
24 WEST   89 STREET,1
1562 UNIONPORT ROAD,1
40-41 99 STREET,1
2622 AVENUE Y,1
8 COLUMBIA PLACE,1
402 NOSTRAND AVENUE,1
165 CENTRAL AVENUE,1
976 TINTON AVENUE,1
100 ARDEN STREET,1
8725 16 AVENUE,1
2615 JEROME AVENUE,1
257-53 148 AVENUE,1
205 EAST   17 STREET,1
56 ARLO ROAD,1
86-54 WOODHAVEN BOULEVARD,1
1075 WEBSTER AVENUE,1
2090 BRAGG STREET,1
747 MILLER AVENUE,1
510 WEST  152 STREET,1
112 HENRY STREET,1
539 COSTER STREET,1
316 EAST   11 STREET,1
89-09 32 AVENUE,1
1200 CROES AVENUE,1
515 EAST   89 STREET,1
577 HEMLOCK STREET,1
279 MENAHAN STREET,1
731 LINDEN BOULEVARD,1
219 5 AVENUE,1
610 WEST  145 STREET,1
391 HOOPER STREET,1
225 WEST  232 STREET,1
289 EAST 94 STREET,1
501 WEST 143 STREET,1
1547 BERGEN STREET,1
1738 FILLMORE STREET,1
1348 SHERIDAN AVENUE,1
94-19 35 AVENUE,1
95 PERRY STREET,1
719 EAST  233 STREET,1
1527 YORK AVENUE,1
6216 19 AVENUE,1
1174 ST JOHNS PLACE,1
17 BROWNELL STREET,1
585 TINTON AVENUE,1
240 1 AVENUE,1
41-21 58 STREET,1
455 HUDSON STREET,1
510 RIVERDALE AVENUE,1
476 WEST  143 STREET,1
1820 AVENUE V,1
556 WEST  188 STREET,1
2356 LORILLARD PLACE,1
145-20 FERNDALE AVENUE,1
170 72 STREET,1
185 ARDSLEY LOOP,1
101-19 78 STREET,1
2023 PAULDING AVENUE,1
3815 SEA GATE AVENUE,1
81 MACON STREET,1
1140 FINDLAY AVENUE,1
2250 BENSON AVENUE,1
411 JERSEY STREET,1
137 EAST   28 STREET,1
680 ST NICHOLAS AVENUE,1
1081 SHERIDAN AVENUE,1
3712 FLATLANDS AVENUE,1
178 LAFAYETTE STREET,1
106 WEST  133 STREET,1
110 ROCHESTER AVENUE,1
125-03 11 AVENUE,1
47 INDIA STREET,1
765 AMSTERDAM AVENUE,1
815 PENFIELD STREET,1
105 HAVEN AVENUE,1
74 QUENTIN ROAD,1
2318 BEDFORD AVENUE,1
1028 WARD AVENUE,1
30-75 47 STREET,1
164-19 108 AVENUE,1
1416 EAST    2 STREET,1
208 WEST 133 STREET,1
1141 38 STREET,1
788 MADISON STREET,1
311 WEST 111 STREET,1
1329 COLLEGE AVENUE,1
2788 BRAGG STREET,1
2350 RYER AVENUE,1
193 RICHMOND STREET,1
365 EAST 209 STREET,1
41-38 67 STREET,1
1561 EAST   13 STREET,1
235 SEAMAN AVENUE,1
1384 FLATBUSH AVENUE,1
67 WALL STREET,1
226 WEST 242 STREET,1
147-32 72 ROAD,1
1324 CLAY AVENUE,1
9102 3 AVENUE,1
2010 LEXINGTON AVENUE,1
618 DELAFIELD AVENUE,1
3231 BARKER AVENUE,1
70-35 PARK DRIVE EAST,1
192 BRADHURST AVENUE,1
105 EAST  158 STREET,1
1042 50 STREET,1
5009 BROADWAY,1
725 EAST 92 STREET,1
41 1 AVENUE,1
2000 KINGS HIGHWAY,1
1219 HALSEY STREET,1
453 ST LAWRENCE AVENUE,1
97 ST MARKS AVENUE,1
41-06 CASE STREET,1
23-18 21 AVENUE,1
400 ST NICHOLAS AVENUE,1
2323 EAST   12 STREET,1
512 WEST 180 STREET,1
1702 GRAND AVENUE,1
2026 2 AVENUE,1
3032 CRUGER AVENUE,1
1660 EAST   21 STREET,1
564 AMSTERDAM AVENUE,1
316 EAST 116 STREET,1
691 LINDEN BOULEVARD,1
48-52 46 STREET,1
176 WEST HOUSTON STREET,1
134-25 FRANKLIN AVENUE,1
344 EAST   50 STREET,1
92-06 88 AVENUE,1
915 EAST 213 STREET,1
558 WEST 164 STREET,1
18 BOWERY,1
3715A BRONXWOOD AVENUE,1
2621 AVENUE D,1
1002 BARBEY STREET,1
132 MULBERRY STREET,1
970 KELLY STREET,1
602 OVINGTON AVENUE,1
268 EAST   46 STREET,1
751 EAST  218 STREET,1
215 WEST  242 STREET,1
68 VANDERBILT AVENUE,1
163 MADISON STREET,1
1553 LEXINGTON AVENUE,1
231 HIMROD STREET,1
746 9 AVENUE,1
653 LENOX AVENUE,1
639 10 AVENUE,1
188 EAST  208 STREET,1
153 EAST 96 STREET,1
1244 AVENUE X,1
426 49 STREET,1
2940 WEST   21 STREET,1
506 FT WASHINGTON AVENUE,1
34-55 32 STREET,1
620 EAST    6 STREET,1
3230 STEUBEN AVENUE,1
311 EAST 111 STREET,1
130-32 KEW GARDENS ROAD,1
2545 OLINVILLE AVENUE,1
1146 TELLER AVENUE,1
1141 BERGEN STREET,1
982 FOX STREET,1
1821 PUTNAM AVENUE,1
142 WEST 119 STREET,1
241-25 144 AVENUE,1
105-27 53 AVENUE,1
2977 BAINBRIDGE AVENUE,1
2270 64 STREET,1
159 CHRYSTIE STREET,1
22-64 42 STREET,1
719 EAST 213 STREET,1
1916 CROTONA AVENUE,1
1333 PACIFIC STREET,1
760 EAST  176 STREET,1
3361 3 AVENUE,1
154 EAST 175 STREET,1
143-18 HILLSIDE AVENUE,1
880 QUINCY STREET,1
1320 LAFAYETTE AVENUE,1
23-15 30 AVENUE,1
255 WEST  122 STREET,1
234 8 STREET,1
308 WEST 78 STREET,1
63 LAFAYETTE AVENUE,1
60 DIVISION AVENUE,1
376 3 AVENUE,1
3109 ROBERTS AVENUE,1
970 ANDERSON AVENUE,1
87-40 ELMHURST AVENUE,1
1555 EAST 12 STREET,1
1111 EAST   15 STREET,1
90-39 DESARC ROAD,1
669 HALSEY STREET,1
988 BERGEN STREET,1
755 FRANKLIN AVENUE,1
8200 SHORE FRONT PARKWAY,1
1475 WALTON AVENUE,1
866 SCHENECTADY AVENUE,1
2145 MATTHEWS AVENUE,1
430 EAST   89 STREET,1
32-21 37 STREET,1
1654 UNION STREET,1
226-19 69 AVENUE,1
270 WEST 12 STREET,1
2532 EAST   17 STREET,1
122 EAST   91 STREET,1
191 WYCKOFF AVENUE,1
865 EAST  181 STREET,1
5700 ARLINGTON AVENUE,1
754 EAST 161 STREET,1
375 BROOME STREET,1
2295 EAST    1 STREET,1
4003 DEREIMER AVENUE,1
322 EAST   11 STREET,1
1635 VAN BUREN STREET,1
3556 ROCHAMBEAU AVENUE,1
809 WEST  177 STREET,1
745 RIVERSIDE DRIVE,1
2147 EAST   17 STREET,1
340 WEST 19 STREET,1
175 SARATOGA AVENUE,1
602 OCEAN PARKWAY,1
87-18 DALNY ROAD,1
923 SIMPSON STREET,1
2775 SHORE PARKWAY SR NORTH,1
276 SUYDAM STREET,1
1739 61 STREET,1
50-38 46 STREET,1
233 56 STREET,1
30-14 49 STREET,1
1403 ROSEDALE AVENUE,1
453 EAST  181 STREET,1
419 3 AVENUE,1
314 WEST   39 STREET,1
7925 4 AVENUE,1
745 EAST  231 STREET,1
874 BERGEN STREET,1
292 VERMONT STREET,1
2175 BELMONT AVENUE,1
92-25 190 STREET,1
256 WADSWORTH AVENUE,1
104-64 126 STREET,1
558 MADISON STREET,1
320 STERLING STREET,1
32-01 75 STREET,1
1624 MADISON AVENUE,1
298 COVERT STREET,1
2530 HOLLAND AVENUE,1
325 EAST  176 STREET,1
536 WEST  156 STREET,1
145 STUYVESANT AVENUE,1
347 HOYT STREET,1
80 STRONG STREET,1
711 NOSTRAND AVENUE,1
40 OCEANA DRIVE WEST,1
122-15 22 AVENUE,1
2933 GRAND CONCOURSE,1
1847 LORING PLACE SOUTH,1
420 53 STREET,1
2234 PACIFIC STREET,1
110 REMSEN STREET,1
351 BEACH   70 STREET,1
333 BERRY STREET,1
888 GRAND CONCOURSE,1
2600 MARION AVENUE,1
138 ORCHARD STREET,1
62-60 108 STREET,1
4617 4 AVENUE,1
1666 WEST    3 STREET,1
921 EAST   76 STREET,1
725 6 AVENUE,1
398 BEACH   13 STREET,1
1544 BOONE AVENUE,1
115-32 155 STREET,1
536 MAIN STREET,1
3615 GREYSTONE AVENUE,1
56 WEST   11 STREET,1
291 BAINBRIDGE STREET,1
3900 GREYSTONE AVENUE,1
207 WEST  136 STREET,1
545 WEST 236 STREET,1
562 WEST  170 STREET,1
253 STANHOPE STREET,1
575 HART STREET,1
286 SULLIVAN PLACE,1
262 MALCOLM X BOULEVARD,1
1698 VYSE AVENUE,1
579 WEST 204 STREET,1
3210 ARLINGTON AVENUE,1
60 WEST  176 STREET,1
294 RIVERSIDE DRIVE,1
97 5 AVENUE,1
30-58 34 STREET,1
667 47 STREET,1
124 GRANDVIEW AVENUE,1
673 EAST  231 STREET,1
715 EAST  214 STREET,1
249 MIDWOOD STREET,1
75 WEST  190 STREET,1
1825 WOODBINE STREET,1
664 EAST  161 STREET,1
123-11 LIBERTY AVENUE,1
2124 ELLIS AVENUE,1
237 NORTH 5 STREET,1
1020 MANHATTAN AVENUE,1
1720 POPHAM AVENUE,1
160 MANHATTAN AVENUE,1
11 RUTLAND ROAD,1
399 PUTNAM AVENUE,1
71 BARROW STREET,1
2306 WEST   12 STREET,1
18-17 ASTORIA BOULEVARD,1
3639 OLINVILLE AVENUE,1
304 WEST  117 STREET,1
2718 BAINBRIDGE AVENUE,1
66 ROGERS AVENUE,1
42-62 157 STREET,1
212-45 HILLSIDE AVENUE,1
2131 BRUCKNER BOULEVARD,1
1385 CLAY AVENUE,1
1034 WYCKOFF AVENUE,1
83-45 VIETOR AVENUE,1
591 OCEAN AVENUE,1
509 8 AVENUE,1
575 GRAND STREET,1
920 BUSHWICK AVENUE,1
1582 2 AVENUE,1
526 4 AVENUE,1
1298 STERLING PLACE,1
353 FT WASHINGTON AVENUE,1
6713 19 AVENUE,1
31-27 DWIGHT AVENUE,1
4643 WHITE PLAINS ROAD,1
347 CHAUNCEY STREET,1
3860 BROADWAY,1
1231 FULTON AVENUE,1
43-11 104 STREET,1
341 BEDFORD AVENUE,1
566 WEST  141 STREET,1
504 BEDFORD AVENUE,1
139-19 34 ROAD,1
1140 BLAKE AVENUE,1
2546 CRUGER AVENUE,1
474 WEST 150 STREET,1
21 BEVERLY ROAD,1
60-30 MADISON STREET,1
211 WEST 108 STREET,1
631 SOUTHERN BOULEVARD,1
58-50 CATALPA AVENUE,1
40-71 ELBERTSON STREET,1
19 WEST   55 STREET,1
1710 HOLLAND AVENUE,1
2709 WEST   16 STREET,1
4303 BAYCHESTER AVENUE,1
496 EAST  189 STREET,1
914 BEDFORD AVENUE,1
133 FT GEORGE AVENUE,1
946 SHERMAN AVENUE,1
103-26 171 STREET,1
1821 MOHEGAN AVENUE,1
679 WOODWARD AVENUE,1
43-01 30 AVENUE,1
88-21 181 STREET,1
1025 EAST   14 STREET,1
830 WEST  177 STREET,1
570 OCEAN AVENUE,1
135-14 LEFFERTS BOULEVARD,1
1041 NELSON AVENUE,1
701 THIERIOT AVENUE,1
1675 BRYANT AVENUE,1
4350 RICHARDSON AVENUE,1
1185 GRAND CONCOURSE,1
162-01 POWELLS COVE BOULEVARD,1
152 MACON STREET,1
569 WEST  173 STREET,1
2182 FULTON STREET,1
352 EAST   85 STREET,1
141-35 78 AVENUE,1
465 RALPH AVENUE,1
333 EAST    6 STREET,1
615 BEACH   66 STREET,1
106 FORBELL STREET,1
35-40 92 STREET,1
65 WEST 127 STREET,1
30-53 29 STREET,1
108 WEST   69 STREET,1
144-05 72 DRIVE,1
72 WEST 69 STREET,1
1347 2 AVENUE,1
2723 ATLANTIC AVENUE,1
908 THOMAS S BOYLAND STREET,1
6605 14 AVENUE,1
164 GRAND STREET,1
108 PUTNAM AVENUE,1
2774 ATLANTIC AVENUE,1
110 HAMILTON PLACE,1
536 EAST 96 STREET,1
1696 EAST   53 STREET,1
262 NORTH    6 STREET,1
38 BAY   26 STREET,1
212-15 43 AVENUE,1
3400 TRYON AVENUE,1
2011 OCEAN AVENUE,1
1901 KINGS HIGHWAY,1
585 WEST END AVENUE,1
113 VAN SICLEN AVENUE,1
3223 HONE AVENUE,1
218-29 JAMAICA AVENUE,1
100 ADELPHI STREET,1
380 COLUMBUS AVENUE,1
171 THOMPSON STREET,1
93-12 175 STREET,1
114 WEST 143 STREET,1
32-71 31 STREET,1
216 SUYDAM STREET,1
4206 WHITE PLAINS ROAD,1
1522 VYSE AVENUE,1
12-11 30 ROAD,1
157 MANHATTAN AVENUE,1
823 BROOKLYN AVENUE,1
1673 MADISON STREET,1
5103 8 AVENUE,1
154 14 STREET,1
3416 BRONXWOOD AVENUE,1
75 LENOX ROAD,1
421 ROGERS AVENUE,1
3909 DYRE AVENUE,1
949 GRANT AVENUE,1
1330 CHISHOLM STREET,1
171 KENT STREET,1
553 59 STREET,1
170-27 93 AVENUE,1
2023 CATON AVENUE,1
3780 BRONX BOULEVARD,1
636 EAST   21 STREET,1
53 PERRY STREET,1
451 WEST   46 STREET,1
4109 7 AVENUE,1
35 EASTERN PARKWAY,1
227 COLUMBUS AVENUE,1
77 EAST   51 STREET,1
552 WEST  184 STREET,1
214-32 43 AVENUE,1
330 EAST   58 STREET,1
67-69 FRESH POND ROAD,1
25-29 35 STREET,1
559 WILSON AVENUE,1
33-17 110 STREET,1
621 45 STREET,1
94-26 34 ROAD,1
50 SHORE BOULEVARD,1
302 WEST 148 STREET,1
220 AVENUE A,1
123 GREENPOINT AVENUE,1
359 EAST   62 STREET,1
2744 SEXTON PLACE,1
1574 56 STREET,1
2240 PACIFIC STREET,1
157-03 109 AVENUE,1
338 WEST 17 STREET,1
620 TRINITY AVENUE,1
1861 PARK PLACE,1
3202 KOSSUTH AVENUE,1
1957 BRONXDALE AVENUE,1
2241 HOLLAND AVENUE,1
712 EAST  239 STREET,1
1543 WEST    1 STREET,1
488 EAST  139 STREET,1
122-17 NELLIS STREET,1
67 2 AVENUE,1
293 ADELPHI STREET,1
788 ARNOW AVENUE,1
802 MAC DONOUGH STREET,1
91-05 97 STREET,1
1794 PITKIN AVENUE,1
259 EAST 71 STREET,1
316 EAST  116 STREET,1
72-20 FOREST AVENUE,1
619 LINWOOD STREET,1
318 EAST   57 STREET,1
1149 GLENMORE AVENUE,1
3100 HEATH AVENUE,1
1709 2 AVENUE,1
1727 MATTHEWS AVENUE,1
490 SNEDIKER AVENUE,1
1737 WILLOUGHBY AVENUE,1
1530 TOWNSEND AVENUE,1
843 THROGS NECK BOULEVARD,1
1065 LAFAYETTE AVENUE,1
323 WEST    4 STREET,1
230 EAST 44 STREET,1
3219 GRACE AVENUE,1
269 7 AVENUE,1
552 DEAN STREET,1
541 66 STREET,1
664 RUTLAND ROAD,1
77-10 34 AVENUE,1
301 WEST 121 STREET,1
202 EAST 91 STREET,1
741 QUINCY AVENUE,1
1939 YATES AVENUE,1
2038 MORRIS AVENUE,1
86-50 208 STREET,1
45 TWIN PINES DRIVE,1
874 43 STREET,1
204 WEST  118 STREET,1
2178 ATLANTIC AVENUE,1
3467 FISH AVENUE,1
570 ALBANY AVENUE,1
6225 BROADWAY,1
28-18 42 STREET,1
717 EAST  228 STREET,1
19 WEST   69 STREET,1
115 EAST   34 STREET,1
2204 CLARENDON ROAD,1
26 TESSA COURT,1
542 CONCORD AVENUE,1
3488 FISH AVENUE,1
43-53 ROBINSON STREET,1
2637 BROADWAY,1
565 WEST 187 STREET,1
2320 AQUEDUCT AVENUE EAST,1
52-40 69 STREET,1
320 EAST   26 STREET,1
815 OCEAN AVENUE,1
25-27 32 STREET,1
224 EAST  165 STREET,1
2350 PACIFIC STREET,1
1372 ZEREGA AVENUE,1
870 EAST 228 STREET,1
93-18 101 AVENUE,1
825 EAST  217 STREET,1
28 WEST   47 STREET,1
33 LENOX ROAD,1
32-34 41 STREET,1
172 WAVERLY PLACE,1
3400 PAUL AVENUE,1
107-13 NORTHERN BOULEVARD,1
114 GREAT KILLS ROAD,1
2760 HOMECREST AVENUE,1
60-46 56 DRIVE,1
2373 BELMONT AVENUE,1
995 SIMPSON STREET,1
4015 DURYEA AVENUE,1
729 GUN HILL ROAD,1
372 NEW JERSEY AVENUE,1
1285 DEAN STREET,1
785 FOUNTAIN AVENUE,1
203 EAST   16 STREET,1
449 59 STREET,1
12-21 31 AVENUE,1
1357 2 AVENUE,1
2275 83 STREET,1
280 14 STREET,1
605 51 STREET,1
102-24 85 DRIVE,1
99 MAC DOUGAL STREET,1
66 ST NICHOLAS AVENUE,1
51-15 ALMEDA AVENUE,1
213-05 73 AVENUE,1
148-12 226 STREET,1
1503 WALTON AVENUE,1
67-40 164 STREET,1
668 49 STREET,1
30-06 33 STREET,1
1134 MADISON AVENUE,1
871 WESTCHESTER AVENUE,1
93-19 ROOSEVELT AVENUE,1
1586 PROSPECT PLACE,1
2224 LYON AVENUE,1
605 WEST 151 STREET,1
9815 FARRAGUT ROAD,1
99 ALBANY AVENUE,1
525 WEST 150 STREET,1
1134 VIRGINIA AVENUE,1
237 EAST   91 STREET,1
1407 WHITE PLAINS ROAD,1
342 FT WASHINGTON AVENUE,1
326 19 STREET,1
509 EAST    5 STREET,1
35-56 94 STREET,1
6922 8 AVENUE,1
1456 44 STREET,1
89-06 138 STREET,1
10 WEST   76 STREET,1
346 WEST   52 STREET,1
3539 DECATUR AVENUE,1
792 STERLING PLACE,1
421 EAST 94 STREET,1
503 WEST  122 STREET,1
402 KOSCIUSZKO STREET,1
125 BEACH   19 STREET,1
2193 CONEY ISLAND AVENUE,1
23-08 MOTT AVENUE,1
830 ELTON AVENUE,1
1652 1 AVENUE,1
3990 BRONX BOULEVARD,1
739 ADEE AVENUE,1
19-29 23 AVENUE,1
580 SUTTER AVENUE,1
1242 COLLEGE AVENUE,1
674 EAST  240 STREET,1
1824 DAVIDSON AVENUE,1
117 DOBBIN STREET,1
111-27 208 STREET,1
812 EAST  226 STREET,1
1060 NELSON AVENUE,1
522 PUTNAM AVENUE,1
689 EAST  187 STREET,1
147-25 NORTHERN BOULEVARD,1
164 HENRY STREET,1
30 WEST  132 STREET,1
501 SOUTHERN BOULEVARD,1
3988 BRONXWOOD AVENUE,1
755 EAST  224 STREET,1
1695 3 AVENUE,1
305 BERRIMAN STREET,1
2048 BERGEN STREET,1
1014 DECATUR STREET,1
1646 81 STREET,1
275 OCEAN AVENUE,1
4424 10 AVENUE,1
1312 OAKLEY STREET,1
20 ALBANY AVENUE,1
33-17 84 STREET,1
2801 GLENWOOD ROAD,1
107-02 MERRICK BOULEVARD,1
1203 TINTON AVENUE,1
1734 TOWNSEND AVENUE,1
1402 BRONX RIVER AVENUE,1
5520 11 AVENUE,1
620 GATES AVENUE,1
89-15 102 STREET,1
932 MADISON STREET,1
69-39 YELLOWSTONE BOULEVARD,1
960 GRAND CONCOURSE,1
459 61 STREET,1
1141 PRESIDENT STREET,1
351 WEST  125 STREET,1
251 STUYVESANT AVENUE,1
65 LUDLOW STREET,1
1357 BOSTON ROAD,1
55 PATCHEN AVENUE,1
41-42 42 STREET,1
107-28 133 STREET,1
90 LEXINGTON AVENUE,1
213-11 HILLSIDE AVENUE,1
104-33 LIBERTY AVENUE,1
245 EAST   30 STREET,1
141 PARK HILL AVENUE,1
17 FEDERAL PLACE,1
829 EAST  227 STREET,1
1186 HERKIMER STREET,1
267 FLATBUSH AVENUE,1
35-36 31 STREET,1
341 WEST 50 STREET,1
855 COURTLANDT AVENUE,1
2919 FREDERICK DOUGLASS BOULEVARD,1
188 EAST   93 STREET,1
601 QUINCY STREET,1
9715 3 AVENUE,1
1322 41 STREET,1
33-05 92 STREET,1
150 WEST  225 STREET,1
482 MYRTLE AVENUE,1
831 PUTNAM AVENUE,1
31-21 90 STREET,1
389 MONROE STREET,1
740 EAST  183 STREET,1
1448 STERLING PLACE,1
215 SUYDAM STREET,1
16 ST MARKS PLACE,1
93-13 37 AVENUE,1
189 FORBELL STREET,1
139-27 88 AVENUE,1
554 WEST  184 STREET,1
14 AVENUE B,1
2240 RYER AVENUE,1
1713 67 STREET,1
964 MYRTLE AVENUE,1
278 WEST  117 STREET,1
697 GEORGIA AVENUE,1
165 SUFFOLK STREET,1
90-45 54 AVENUE,1
2335 WALTON AVENUE,1
485 WEST 187 STREET,1
986 ATLANTIC AVENUE,1
1422 GREENE AVENUE,1
255 LAFAYETTE STREET,1
1820 HARRISON AVENUE,1
70-06 60 LANE,1
911 8 AVENUE,1
102-07 101 AVENUE,1
524 TINTON AVENUE,1
751 TILDEN STREET,1
217 COVERT STREET,1
2742 PITKIN AVENUE,1
51 CATHERINE STREET,1
565 GATES AVENUE,1
338 BEACH   66 STREET,1
53-10 96 STREET,1
516 82 STREET,1
377 SARATOGA AVENUE,1
1397 MADISON STREET,1
1016 WASHINGTON AVENUE,1
4028 PAULDING AVENUE,1
378 HOOPER STREET,1
8020 BAY PARKWAY,1
442 LORIMER STREET,1
106-16 215 STREET,1
21-15 27 STREET,1
55 MILL ROAD,1
62 WEST    9 STREET,1
3200 EASTCHESTER ROAD,1
22 MARTENSE STREET,1
1224 DEMOND COURT,1
101-10 31 AVENUE,1
521 EAST   14 STREET,1
76-15 160 STREET,1
209 AVENUE F,1
2377 CRESTON AVENUE,1
38-04 111 STREET,1
1358 47 STREET,1
424 EAST  162 STREET,1
410 EAST 54 STREET,1
20-65 24 STREET,1
154 5 AVENUE,1
1451 PROSPECT PLACE,1
1847 PROSPECT PLACE,1
251-16 60 AVENUE,1
8722 BAY PARKWAY,1
170 EAST  205 STREET,1
513 53 STREET,1
1411 YORK AVENUE,1
631 EASTERN PARKWAY,1
234 MOFFAT STREET,1
101 EAGLE STREET,1
610 EAST   11 STREET,1
222 BEACH   11 STREET,1
1115 ADEE AVENUE,1
65 SOUTH    3 STREET,1
533 EAST 12 STREET,1
455 61 STREET,1
529 49 STREET,1
408 MANHATTAN AVENUE,1
211 WEST   85 STREET,1
209 EAST 5 STREET,1
140-37 ASH AVENUE,1
119A 2 PLACE,1
1012 FAILE STREET,1
885 10 AVENUE,1
2474 MARION AVENUE,1
570 WEST  190 STREET,1
687 EAST  226 STREET,1
619 WEST 163 STREET,1
19 WHITE PLAINS AVENUE,1
211 WEST  145 STREET,1
1235 GRAND CONCOURSE,1
618 11 STREET,1
1329 50 STREET,1
2016 BLACKROCK AVENUE,1
506 WEST  213 STREET,1
1633 GARFIELD STREET,1
97-10 VAN WYCK EXPRESSWAY SR WEST,1
104-51 ROOSEVELT AVENUE,1
501 BRIGHTWATER COURT,1
218 GATES AVENUE,1
1328 FOREST AVENUE,1
200 BRIGHTON   15 STREET,1
2683 ATLANTIC AVENUE,1
1374 NOSTRAND AVENUE,1
3237 CHESTNUT DRIVE NORTH,1
66-08 102 STREET,1
735 KNICKERBOCKER AVENUE,1
234 FRONT STREET,1
1228 EAST   86 STREET,1
117 WEST   58 STREET,1
101-42 NICOLLS AVENUE,1
121-02 109 AVENUE,1
3201 AVENUE H,1
1319 EAST   96 STREET,1
3558 DEKALB AVENUE,1
1948 NOSTRAND AVENUE,1
22 BROADWAY TERRACE,1
1274 EAST   53 STREET,1
622 WEST  136 STREET,1
3540 DECATUR AVENUE,1
1677 STERLING PLACE,1
124-54 135 PLACE,1
373 HOWARD AVENUE,1
66 GROVE STREET,1
1033 LENOX ROAD,1
1630 SEDDON STREET,1
1343 81 STREET,1
63 4 AVENUE,1
847 EAST  220 STREET,1
3570 PALMER AVENUE,1
22 EAST  105 STREET,1
1721 CORNELIA STREET,1
77-33 164 STREET,1
35-06 73 STREET,1
2264 GLEASON AVENUE,1
205 WEST  111 STREET,1
2523 DAVIDSON AVENUE,1
2410 SURF AVENUE,1
39-70 50 STREET,1
2194 3 AVENUE,1
202 WEST  109 STREET,1
312 WEST   87 STREET,1
137 BEACH   26 STREET,1
362 MAPLE STREET,1
35 LAFAYETTE AVENUE,1
3216 DECATUR AVENUE,1
2504 ADAM C POWELL BOULEVARD,1
115 WEST 128 STREET,1
1040 PARK AVENUE,1
199 EAST    2 STREET,1
1071 TINTON AVENUE,1
43 EAST 67 STREET,1
2 COOPER STREET,1
460 AUDUBON AVENUE,1
149-31 256 STREET,1
177 COLUMBIA STREET,1
789 JENNINGS STREET,1
2515 OLINVILLE AVENUE,1
305 EAST  111 STREET,1
145 CHESTNUT STREET,1
62 7 AVENUE,1
722 EAST 220 STREET,1
97-23 76 STREET,1
1453 3 AVENUE,1
1265 MORRISON AVENUE,1
2825 WEBB AVENUE,1
130 MARCY PLACE,1
89-36 WHITNEY AVENUE,1
272 45 STREET,1
2860 DECATUR AVENUE,1
220 EAST   84 STREET,1
560 WINTHROP STREET,1
398 6 AVENUE,1
2099 BERGEN STREET,1
197 HESTER STREET,1
131-20 132 STREET,1
191-24 116 AVENUE,1
199 JOHNSON AVENUE,1
35 MESEROLE STREET,1
971 1 AVENUE,1
541 WEST 133 STREET,1
36-37 34 STREET,1
551 WEST  152 STREET,1
1180 FOREST AVENUE,1
1144 LYDIG AVENUE,1
1280 FTELEY AVENUE,1
4123 9 AVENUE,1
150 OCEAN AVENUE,1
4711 5 AVENUE,1
461 WILLIS AVENUE,1
2121 ST RAYMOND AVENUE,1
237 RUTLAND ROAD,1
240 EAST  119 STREET,1
866 EAST 221 STREET,1
39-04 112 STREET,1
99 LOUISIANA AVENUE,1
41-19 53 STREET,1
2039 EAST 12 STREET,1
2075 AMSTERDAM AVENUE,1
17 EAST   88 STREET,1
165 1 AVENUE,1
133 WEST 112 STREET,1
41 LOTT AVENUE,1
1303 EDWARDS AVENUE,1
1418 GLOVER STREET,1
561 WEST  186 STREET,1
9-36 149 STREET,1
966 EAST 34 STREET,1
918 EAST   14 STREET,1
1375 ST JOHNS PLACE,1
39-53 50 STREET,1
477 ST JOHNS PLACE,1
1033 AVENUE OF THE AMERICAS,1
2363 PROSPECT AVENUE,1
3000 DECATUR AVENUE,1
108 GROVE STREET,1
4716 14 AVENUE,1
57-74 150 STREET,1
216 WEST  252 STREET,1
1960 EAST TREMONT AVENUE,1
3602 HOLLAND AVENUE,1
938 BRONX PARK SOUTH,1
778 MADISON STREET,1
100-10 67 ROAD,1
1922 BERGEN STREET,1
870 SOUTHERN BOULEVARD,1
152 PARKSIDE AVENUE,1
88-08 197 STREET,1
276 DEAN STREET,1
1485 BRYANT AVENUE,1
2299 ADAM C POWELL BOULEVARD,1
1043 TELLER AVENUE,1
2873 ATLANTIC AVENUE,1
163 WEST 170 STREET,1
15 COOK STREET,1
523 EAST   12 STREET,1
1736 60 STREET,1
35 EAST   12 STREET,1
1011 EAST  217 STREET,1
1920 WALTON AVENUE,1
3938 WILDER AVENUE,1
2407 2 AVENUE,1
138-42 90 AVENUE,1
8 WEST 119 STREET,1
1945 VYSE AVENUE,1
373 PULASKI STREET,1
3195 DECATUR AVENUE,1
210 WEST  256 STREET,1
1125 RHINELANDER AVENUE,1
41 EAST   41 STREET,1
315 WEST  102 STREET,1
77-41 164 STREET,1
1743 79 STREET,1
32-30 93 STREET,1
5302 6 AVENUE,1
342 AVENUE I,1
2144 CROTONA PARKWAY,1
1734 VICTOR STREET,1
11 HUMBOLDT STREET,1
41-04 30 AVENUE,1
177-09 112 AVENUE,1
